particle,kinetic_energy_mev,angle_deg,events,include_steel,geant4_version_number,nonzero_probability,mean_deposit_mev,std_deposit_mev,q0_deposit_mev,q0.1_deposit_mev,q0.25_deposit_mev,q0.5_deposit_mev,q0.75_deposit_mev,q0.9_deposit_mev,q0.99_deposit_mev,q1_deposit_mev,p_ge_0.25mip,p_ge_0.5mip,p_ge_1mip,p_ge_2mip
e-,0.5,60.0,3000,True,1141,0.0013333333333333333,3.5475781183742125e-05,0.0010844141249552709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04687426414825746,0.0,0.0,0.0,0.0
e-,0.5,70.0,3000,True,1141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e-,1.0,0.0,3000,True,1141,0.010666666666666666,0.0005010607764752541,0.006818770899862801,0.0,0.0,0.0,0.0,0.0,0.0,0.0010173877976641988,0.14277451229397464,0.0,0.0,0.0,0.0
e-,1.0,20.0,3000,True,1141,0.008666666666666666,0.0006031695365066749,0.012666154367063103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5569985125338393,0.0,0.0,0.0,0.0
e-,1.0,40.0,3000,True,1141,0.010333333333333333,0.0006540461240979196,0.009307996287819365,0.0,0.0,0.0,0.0,0.0,0.0,0.003923897908505957,0.2555976832094152,0.0,0.0,0.0,0.0
e-,1.0,60.0,3000,True,1141,0.0036666666666666666,0.00011901349357761126,0.0025324337142203007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07846326335868667,0.0,0.0,0.0,0.0
e-,1.0,70.0,3000,True,1141,0.002,0.0001276151009951549,0.004314054559726607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19921273117712174,0.0,0.0,0.0,0.0
e-,3.0,0.0,3000,True,1141,0.49066666666666664,0.6169538866048468,0.7454335204005148,0.0,0.0,0.0,0.0,1.3939698363217816,1.7721222182114824,2.00388177909685,2.1150233570635724,0.37033333333333335,0.09266666666666666,0.0,0.0
e-,3.0,20.0,3000,True,1141,0.44433333333333336,0.5355235070844899,0.7106387108751897,0.0,0.0,0.0,0.0,1.2445893870061588,1.700511412878085,1.9496713102516483,2.0769857334470325,0.32266666666666666,0.059,0.0,0.0
e-,3.0,40.0,3000,True,1141,0.352,0.37919779798273795,0.6168576079321066,0.0,0.0,0.0,0.0,0.7410384823715381,1.5135259079807413,1.8566704571964605,2.0141513357014356,0.23266666666666666,0.021666666666666667,0.0,0.0
e-,3.0,60.0,3000,True,1141,0.22533333333333333,0.20591957039779937,0.4690243842767368,0.0,0.0,0.0,0.0,0.0,1.1078457513532363,1.715493033091395,2.0413690812680243,0.127,0.006666666666666667,0.0,0.0
e-,3.0,70.0,3000,True,1141,0.12266666666666666,0.10213896095563699,0.3361123796781023,0.0,0.0,0.0,0.0,0.0,0.14103054287804392,1.6003716008058597,1.9239934945459287,0.064,0.001,0.0,0.0
e-,10.0,0.0,3000,True,1141,0.978,4.925114466752839,1.764760151894473,0.0,3.436935638491535,3.797789968115801,4.51336724600183,5.920276722978548,7.615996142585509,8.961449915608856,9.10670029116159,0.9723333333333334,0.968,0.8486666666666667,0.127
e-,10.0,20.0,3000,True,1141,0.9783333333333334,5.195283619101363,1.914772476286032,0.0,3.469104692732017,3.924680001748404,4.7491443101439215,6.526965080036248,8.172286632992273,8.889014801063187,9.028200883747148,0.9716666666666667,0.966,0.8713333333333333,0.189
e-,10.0,40.0,3000,True,1141,0.9596666666666667,5.647706143156242,2.1777395058446474,0.0,3.385517173197636,4.271865366381436,5.670456444374841,7.546725347052561,8.353877294152046,8.676879124674475,8.90625235674133,0.9486666666666667,0.938,0.8823333333333333,0.306
e-,10.0,60.0,3000,True,1141,0.8096666666666666,4.281921519422458,2.787132387116683,0.0,0.0,1.5519907143064362,4.895117688179301,6.6059567611338075,7.590829585981536,8.365022884373223,8.640647951892618,0.768,0.742,0.6696666666666666,0.16166666666666665
